rm -f *.o
rm -f temp.txt
# rm -f sample_run
rm -f rtree
g++ -std=c++11 -c buffer_manager.cpp
g++ -std=c++11 -c file_manager.cpp
g++ -std=c++11 -c -g rtree.cpp
g++ -std=c++11 -c -g main.cpp
g++ -std=c++11 -o rtree buffer_manager.o file_manager.o rtree.o main.o
total_search_time = 250 , fetch_t = 222 , diff = 11 %
total_search_time = 196 , fetch_t = 164 , diff = 16 %
total_search_time = 329 , fetch_t = 276 , diff = 16 %
total_search_time = 629 , fetch_t = 530 , diff = 15 %
total_search_time = 328 , fetch_t = 291 , diff = 11 %
total_search_time = 554 , fetch_t = 458 , diff = 17 %
total_search_time = 398 , fetch_t = 352 , diff = 11 %
total_search_time = 476 , fetch_t = 401 , diff = 15 %
total_search_time = 318 , fetch_t = 249 , diff = 21 %
total_search_time = 510 , fetch_t = 406 , diff = 20 %
total_search_time = 279 , fetch_t = 245 , diff = 12 %
total_search_time = 529 , fetch_t = 456 , diff = 13 %
total_search_time = 496 , fetch_t = 377 , diff = 23 %
total_search_time = 154 , fetch_t = 127 , diff = 17 %
total_search_time = 154 , fetch_t = 123 , diff = 20 %
total_search_time = 125 , fetch_t = 100 , diff = 20 %
total_search_time = 315 , fetch_t = 245 , diff = 22 %
total_search_time = 63 , fetch_t = 51 , diff = 19 %
total_search_time = 312 , fetch_t = 248 , diff = 20 %
total_search_time = 157 , fetch_t = 130 , diff = 17 %
total_search_time = 616 , fetch_t = 513 , diff = 16 %
total_search_time = 188 , fetch_t = 166 , diff = 11 %
total_search_time = 307 , fetch_t = 246 , diff = 19 %
total_search_time = 230 , fetch_t = 187 , diff = 18 %
total_search_time = 473 , fetch_t = 364 , diff = 23 %
total_search_time = 137 , fetch_t = 110 , diff = 19 %
total_search_time = 313 , fetch_t = 250 , diff = 20 %
total_search_time = 201 , fetch_t = 158 , diff = 21 %
total_search_time = 124 , fetch_t = 96 , diff = 22 %
total_search_time = 209 , fetch_t = 169 , diff = 19 %
total_search_time = 250 , fetch_t = 200 , diff = 20 %
total_search_time = 144 , fetch_t = 120 , diff = 16 %
total_search_time = 227 , fetch_t = 180 , diff = 20 %
total_search_time = 109 , fetch_t = 91 , diff = 16 %
total_search_time = 173 , fetch_t = 142 , diff = 17 %
total_search_time = 176 , fetch_t = 127 , diff = 27 %
total_search_time = 113 , fetch_t = 92 , diff = 18 %
total_search_time = 280 , fetch_t = 231 , diff = 17 %
total_search_time = 251 , fetch_t = 222 , diff = 11 %
total_search_time = 270 , fetch_t = 233 , diff = 13 %
total_search_time = 236 , fetch_t = 203 , diff = 13 %
total_search_time = 187 , fetch_t = 166 , diff = 11 %
total_search_time = 296 , fetch_t = 253 , diff = 14 %
total_search_time = 123 , fetch_t = 106 , diff = 13 %
total_search_time = 285 , fetch_t = 232 , diff = 18 %
total_search_time = 231 , fetch_t = 195 , diff = 15 %
total_search_time = 345 , fetch_t = 288 , diff = 16 %
total_search_time = 523 , fetch_t = 433 , diff = 17 %
total_search_time = 342 , fetch_t = 292 , diff = 14 %
total_search_time = 28 , fetch_t = 25 , diff = 10 %
total_search_time = 134 , fetch_t = 117 , diff = 12 %
total_search_time = 156 , fetch_t = 120 , diff = 23 %
total_search_time = 603 , fetch_t = 470 , diff = 22 %
total_search_time = 670 , fetch_t = 525 , diff = 21 %
total_search_time = 305 , fetch_t = 257 , diff = 15 %
total_search_time = 243 , fetch_t = 191 , diff = 21 %
total_search_time = 116 , fetch_t = 96 , diff = 17 %
total_search_time = 189 , fetch_t = 148 , diff = 21 %
total_search_time = 294 , fetch_t = 225 , diff = 23 %
total_search_time = 225 , fetch_t = 187 , diff = 16 %
total_search_time = 547 , fetch_t = 437 , diff = 20 %
total_search_time = 353 , fetch_t = 272 , diff = 22 %
total_search_time = 351 , fetch_t = 278 , diff = 20 %
total_search_time = 361 , fetch_t = 289 , diff = 19 %
total_search_time = 210 , fetch_t = 181 , diff = 13 %
total_search_time = 240 , fetch_t = 187 , diff = 22 %
total_search_time = 252 , fetch_t = 196 , diff = 22 %
total_search_time = 122 , fetch_t = 98 , diff = 19 %
total_search_time = 322 , fetch_t = 246 , diff = 23 %
total_search_time = 304 , fetch_t = 236 , diff = 22 %
total_search_time = 128 , fetch_t = 104 , diff = 18 %
total_search_time = 149 , fetch_t = 121 , diff = 18 %
total_search_time = 96 , fetch_t = 76 , diff = 20 %
total_search_time = 142 , fetch_t = 115 , diff = 19 %
total_search_time = 198 , fetch_t = 162 , diff = 18 %
total_search_time = 190 , fetch_t = 159 , diff = 16 %
total_search_time = 143 , fetch_t = 116 , diff = 18 %
total_search_time = 170 , fetch_t = 137 , diff = 19 %
total_search_time = 88 , fetch_t = 68 , diff = 22 %
total_search_time = 291 , fetch_t = 222 , diff = 23 %
total_search_time = 143 , fetch_t = 112 , diff = 21 %
total_search_time = 258 , fetch_t = 198 , diff = 23 %
total_search_time = 126 , fetch_t = 99 , diff = 21 %
total_search_time = 224 , fetch_t = 169 , diff = 24 %
total_search_time = 132 , fetch_t = 107 , diff = 18 %
total_search_time = 244 , fetch_t = 194 , diff = 20 %
total_search_time = 151 , fetch_t = 121 , diff = 19 %
total_search_time = 131 , fetch_t = 111 , diff = 15 %
total_search_time = 115 , fetch_t = 101 , diff = 12 %
total_search_time = 158 , fetch_t = 126 , diff = 20 %
total_search_time = 128 , fetch_t = 104 , diff = 18 %
total_search_time = 124 , fetch_t = 104 , diff = 16 %
total_search_time = 376 , fetch_t = 349 , diff = 7 %
total_search_time = 197 , fetch_t = 161 , diff = 18 %
total_search_time = 346 , fetch_t = 283 , diff = 18 %
total_search_time = 377 , fetch_t = 300 , diff = 20 %
total_search_time = 437 , fetch_t = 351 , diff = 19 %
total_search_time = 294 , fetch_t = 256 , diff = 12 %
total_search_time = 176 , fetch_t = 154 , diff = 12 %
total_search_time = 616 , fetch_t = 516 , diff = 16 %
total_search_time = 386 , fetch_t = 323 , diff = 16 %
total_search_time = 532 , fetch_t = 445 , diff = 16 %
total_search_time = 283 , fetch_t = 249 , diff = 12 %
total_search_time = 630 , fetch_t = 536 , diff = 14 %
total_search_time = 265 , fetch_t = 206 , diff = 22 %
total_search_time = 220 , fetch_t = 181 , diff = 17 %
total_search_time = 646 , fetch_t = 517 , diff = 19 %
total_search_time = 776 , fetch_t = 675 , diff = 13 %
total_search_time = 187 , fetch_t = 146 , diff = 21 %
total_search_time = 188 , fetch_t = 153 , diff = 18 %
total_search_time = 60 , fetch_t = 48 , diff = 20 %
total_search_time = 162 , fetch_t = 130 , diff = 19 %
total_search_time = 284 , fetch_t = 224 , diff = 21 %
total_search_time = 282 , fetch_t = 216 , diff = 23 %
total_search_time = 119 , fetch_t = 96 , diff = 19 %
total_search_time = 154 , fetch_t = 121 , diff = 21 %
total_search_time = 128 , fetch_t = 102 , diff = 20 %
total_search_time = 191 , fetch_t = 156 , diff = 18 %
total_search_time = 234 , fetch_t = 182 , diff = 22 %
total_search_time = 320 , fetch_t = 248 , diff = 22 %
total_search_time = 314 , fetch_t = 243 , diff = 22 %
total_search_time = 177 , fetch_t = 141 , diff = 20 %
total_search_time = 160 , fetch_t = 129 , diff = 19 %
total_search_time = 273 , fetch_t = 192 , diff = 29 %
total_search_time = 308 , fetch_t = 234 , diff = 24 %
total_search_time = 236 , fetch_t = 184 , diff = 22 %
total_search_time = 234 , fetch_t = 182 , diff = 22 %
total_search_time = 92 , fetch_t = 81 , diff = 11 %
total_search_time = 19 , fetch_t = 17 , diff = 10 %
total_search_time = 87 , fetch_t = 76 , diff = 12 %
total_search_time = 110 , fetch_t = 86 , diff = 21 %
total_search_time = 129 , fetch_t = 105 , diff = 18 %
total_search_time = 110 , fetch_t = 90 , diff = 18 %
total_search_time = 209 , fetch_t = 166 , diff = 20 %
total_search_time = 148 , fetch_t = 122 , diff = 17 %
total_search_time = 173 , fetch_t = 144 , diff = 16 %
total_search_time = 352 , fetch_t = 276 , diff = 21 %
total_search_time = 257 , fetch_t = 216 , diff = 15 %
total_search_time = 210 , fetch_t = 174 , diff = 17 %
total_search_time = 154 , fetch_t = 132 , diff = 14 %
total_search_time = 116 , fetch_t = 95 , diff = 18 %
total_search_time = 196 , fetch_t = 160 , diff = 18 %
total_search_time = 168 , fetch_t = 135 , diff = 19 %
total_search_time = 301 , fetch_t = 233 , diff = 22 %
total_search_time = 276 , fetch_t = 228 , diff = 17 %
total_search_time = 121 , fetch_t = 106 , diff = 12 %
total_search_time = 184 , fetch_t = 149 , diff = 19 %
total_search_time = 350 , fetch_t = 295 , diff = 15 %
total_search_time = 492 , fetch_t = 423 , diff = 14 %
total_search_time = 272 , fetch_t = 241 , diff = 11 %
total_search_time = 320 , fetch_t = 257 , diff = 19 %
total_search_time = 444 , fetch_t = 383 , diff = 13 %
total_search_time = 318 , fetch_t = 271 , diff = 14 %
total_search_time = 255 , fetch_t = 227 , diff = 10 %
total_search_time = 228 , fetch_t = 197 , diff = 13 %
total_search_time = 112 , fetch_t = 94 , diff = 16 %
total_search_time = 357 , fetch_t = 273 , diff = 23 %
total_search_time = 418 , fetch_t = 351 , diff = 16 %
total_search_time = 604 , fetch_t = 505 , diff = 16 %
total_search_time = 425 , fetch_t = 368 , diff = 13 %
total_search_time = 652 , fetch_t = 476 , diff = 26 %
total_search_time = 257 , fetch_t = 215 , diff = 16 %
total_search_time = 297 , fetch_t = 262 , diff = 11 %
total_search_time = 334 , fetch_t = 283 , diff = 15 %
total_search_time = 221 , fetch_t = 173 , diff = 21 %
total_search_time = 342 , fetch_t = 279 , diff = 18 %
total_search_time = 188 , fetch_t = 153 , diff = 18 %
total_search_time = 303 , fetch_t = 234 , diff = 22 %
total_search_time = 116 , fetch_t = 97 , diff = 16 %
total_search_time = 129 , fetch_t = 112 , diff = 13 %
total_search_time = 246 , fetch_t = 194 , diff = 21 %
total_search_time = 123 , fetch_t = 103 , diff = 16 %
total_search_time = 132 , fetch_t = 102 , diff = 22 %
total_search_time = 114 , fetch_t = 95 , diff = 16 %
total_search_time = 356 , fetch_t = 285 , diff = 19 %
total_search_time = 216 , fetch_t = 169 , diff = 21 %
total_search_time = 226 , fetch_t = 162 , diff = 28 %
total_search_time = 260 , fetch_t = 202 , diff = 22 %
total_search_time = 265 , fetch_t = 204 , diff = 23 %
total_search_time = 230 , fetch_t = 175 , diff = 23 %
total_search_time = 206 , fetch_t = 161 , diff = 21 %
total_search_time = 314 , fetch_t = 242 , diff = 22 %
total_search_time = 112 , fetch_t = 92 , diff = 17 %
total_search_time = 135 , fetch_t = 110 , diff = 18 %
total_search_time = 147 , fetch_t = 121 , diff = 17 %
total_search_time = 116 , fetch_t = 90 , diff = 22 %
total_search_time = 147 , fetch_t = 115 , diff = 21 %
total_search_time = 134 , fetch_t = 110 , diff = 17 %
total_search_time = 271 , fetch_t = 211 , diff = 22 %
total_search_time = 334 , fetch_t = 272 , diff = 18 %
total_search_time = 379 , fetch_t = 320 , diff = 15 %
total_search_time = 186 , fetch_t = 150 , diff = 19 %
total_search_time = 142 , fetch_t = 104 , diff = 26 %
total_search_time = 134 , fetch_t = 103 , diff = 23 %
total_search_time = 246 , fetch_t = 200 , diff = 18 %
total_search_time = 366 , fetch_t = 294 , diff = 19 %
total_search_time = 167 , fetch_t = 137 , diff = 17 %
total_search_time = 338 , fetch_t = 274 , diff = 18 %
total_search_time = 282 , fetch_t = 239 , diff = 15 %
total_search_time = 379 , fetch_t = 314 , diff = 17 %
total_search_time = 530 , fetch_t = 459 , diff = 13 %
total_search_time = 208 , fetch_t = 169 , diff = 18 %
total_search_time = 304 , fetch_t = 254 , diff = 16 %
total_search_time = 457 , fetch_t = 378 , diff = 17 %
total_search_time = 207 , fetch_t = 182 , diff = 12 %
total_search_time = 456 , fetch_t = 391 , diff = 14 %
total_search_time = 527 , fetch_t = 441 , diff = 16 %
total_search_time = 644 , fetch_t = 525 , diff = 18 %
total_search_time = 368 , fetch_t = 316 , diff = 14 %
total_search_time = 214 , fetch_t = 186 , diff = 13 %
total_search_time = 218 , fetch_t = 173 , diff = 20 %
total_search_time = 174 , fetch_t = 139 , diff = 20 %
total_search_time = 252 , fetch_t = 199 , diff = 21 %
total_search_time = 238 , fetch_t = 182 , diff = 23 %
total_search_time = 119 , fetch_t = 94 , diff = 21 %
total_search_time = 153 , fetch_t = 121 , diff = 20 %
total_search_time = 121 , fetch_t = 95 , diff = 21 %
total_search_time = 153 , fetch_t = 121 , diff = 20 %
total_search_time = 243 , fetch_t = 193 , diff = 20 %
total_search_time = 236 , fetch_t = 198 , diff = 16 %
total_search_time = 269 , fetch_t = 233 , diff = 13 %
total_search_time = 275 , fetch_t = 227 , diff = 17 %
total_search_time = 140 , fetch_t = 115 , diff = 17 %
total_search_time = 253 , fetch_t = 212 , diff = 16 %
total_search_time = 218 , fetch_t = 167 , diff = 23 %
total_search_time = 261 , fetch_t = 216 , diff = 17 %
total_search_time = 137 , fetch_t = 111 , diff = 18 %
total_search_time = 167 , fetch_t = 142 , diff = 14 %
total_search_time = 144 , fetch_t = 118 , diff = 18 %
total_search_time = 240 , fetch_t = 184 , diff = 23 %
total_search_time = 154 , fetch_t = 119 , diff = 22 %
total_search_time = 139 , fetch_t = 114 , diff = 17 %
total_search_time = 144 , fetch_t = 117 , diff = 18 %
total_search_time = 161 , fetch_t = 133 , diff = 17 %
total_search_time = 225 , fetch_t = 176 , diff = 21 %
total_search_time = 283 , fetch_t = 219 , diff = 22 %
total_search_time = 259 , fetch_t = 206 , diff = 20 %
total_search_time = 255 , fetch_t = 196 , diff = 23 %
total_search_time = 179 , fetch_t = 140 , diff = 21 %
total_search_time = 198 , fetch_t = 156 , diff = 21 %
total_search_time = 144 , fetch_t = 112 , diff = 22 %
total_search_time = 131 , fetch_t = 106 , diff = 19 %
total_search_time = 246 , fetch_t = 191 , diff = 22 %
total_search_time = 215 , fetch_t = 168 , diff = 21 %
total_search_time = 114 , fetch_t = 97 , diff = 14 %
total_search_time = 132 , fetch_t = 112 , diff = 15 %
total_search_time = 201 , fetch_t = 160 , diff = 20 %
total_search_time = 128 , fetch_t = 108 , diff = 15 %
total_search_time = 114 , fetch_t = 93 , diff = 18 %
total_search_time = 168 , fetch_t = 139 , diff = 17 %
total_search_time = 136 , fetch_t = 103 , diff = 24 %
total_search_time = 183 , fetch_t = 144 , diff = 21 %
total_search_time = 292 , fetch_t = 230 , diff = 21 %
total_search_time = 193 , fetch_t = 151 , diff = 21 %
total_search_time = 222 , fetch_t = 179 , diff = 19 %
total_search_time = 623 , fetch_t = 519 , diff = 16 %
total_search_time = 179 , fetch_t = 146 , diff = 18 %
total_search_time = 26 , fetch_t = 24 , diff = 7 %
total_search_time = 125 , fetch_t = 98 , diff = 21 %
total_search_time = 350 , fetch_t = 275 , diff = 21 %
total_search_time = 237 , fetch_t = 200 , diff = 15 %
total_search_time = 161 , fetch_t = 126 , diff = 21 %
total_search_time = 329 , fetch_t = 258 , diff = 21 %
total_search_time = 79 , fetch_t = 62 , diff = 21 %
total_search_time = 207 , fetch_t = 162 , diff = 21 %
total_search_time = 186 , fetch_t = 146 , diff = 21 %
total_search_time = 114 , fetch_t = 87 , diff = 23 %
total_search_time = 160 , fetch_t = 126 , diff = 21 %
total_search_time = 268 , fetch_t = 212 , diff = 20 %
total_search_time = 178 , fetch_t = 135 , diff = 24 %
total_search_time = 309 , fetch_t = 264 , diff = 14 %
total_search_time = 196 , fetch_t = 166 , diff = 15 %
total_search_time = 170 , fetch_t = 150 , diff = 11 %
total_search_time = 322 , fetch_t = 277 , diff = 13 %
total_search_time = 259 , fetch_t = 215 , diff = 16 %
total_search_time = 189 , fetch_t = 156 , diff = 17 %
total_search_time = 270 , fetch_t = 225 , diff = 16 %
total_search_time = 365 , fetch_t = 294 , diff = 19 %
total_search_time = 250 , fetch_t = 189 , diff = 24 %
total_search_time = 421 , fetch_t = 353 , diff = 16 %
total_search_time = 366 , fetch_t = 316 , diff = 13 %
total_search_time = 657 , fetch_t = 558 , diff = 15 %
total_search_time = 436 , fetch_t = 371 , diff = 14 %
total_search_time = 509 , fetch_t = 427 , diff = 16 %
total_search_time = 159 , fetch_t = 124 , diff = 22 %
total_search_time = 169 , fetch_t = 136 , diff = 19 %
total_search_time = 339 , fetch_t = 263 , diff = 22 %
total_search_time = 151 , fetch_t = 107 , diff = 29 %
total_search_time = 278 , fetch_t = 212 , diff = 23 %
total_search_time = 234 , fetch_t = 184 , diff = 21 %
total_search_time = 175 , fetch_t = 142 , diff = 18 %
total_search_time = 136 , fetch_t = 106 , diff = 22 %
total_search_time = 101 , fetch_t = 88 , diff = 12 %
total_search_time = 133 , fetch_t = 106 , diff = 20 %
total_search_time = 24 , fetch_t = 22 , diff = 8 %
total_search_time = 98 , fetch_t = 81 , diff = 17 %
total_search_time = 130 , fetch_t = 102 , diff = 21 %
total_search_time = 249 , fetch_t = 195 , diff = 21 %
total_search_time = 469 , fetch_t = 378 , diff = 19 %
total_search_time = 771 , fetch_t = 658 , diff = 14 %
total_search_time = 253 , fetch_t = 195 , diff = 22 %
total_search_time = 181 , fetch_t = 144 , diff = 20 %
total_search_time = 277 , fetch_t = 217 , diff = 21 %
total_search_time = 276 , fetch_t = 216 , diff = 21 %
total_search_time = 150 , fetch_t = 124 , diff = 17 %
total_search_time = 113 , fetch_t = 97 , diff = 14 %
total_search_time = 151 , fetch_t = 119 , diff = 21 %
total_search_time = 156 , fetch_t = 122 , diff = 21 %
total_search_time = 147 , fetch_t = 120 , diff = 18 %
total_search_time = 126 , fetch_t = 108 , diff = 14 %
total_search_time = 189 , fetch_t = 154 , diff = 18 %
total_search_time = 222 , fetch_t = 173 , diff = 22 %
total_search_time = 106 , fetch_t = 84 , diff = 20 %
total_search_time = 165 , fetch_t = 127 , diff = 23 %
total_search_time = 133 , fetch_t = 106 , diff = 20 %
total_search_time = 273 , fetch_t = 213 , diff = 21 %
total_search_time = 161 , fetch_t = 132 , diff = 18 %
total_search_time = 248 , fetch_t = 192 , diff = 22 %
total_search_time = 134 , fetch_t = 109 , diff = 18 %
total_search_time = 274 , fetch_t = 209 , diff = 23 %
total_search_time = 425 , fetch_t = 344 , diff = 19 %
total_search_time = 344 , fetch_t = 291 , diff = 15 %
total_search_time = 172 , fetch_t = 139 , diff = 19 %
total_search_time = 357 , fetch_t = 280 , diff = 21 %
total_search_time = 307 , fetch_t = 171 , diff = 44 %
total_search_time = 176 , fetch_t = 143 , diff = 18 %
total_search_time = 223 , fetch_t = 178 , diff = 20 %
total_search_time = 204 , fetch_t = 159 , diff = 22 %
total_search_time = 126 , fetch_t = 102 , diff = 19 %
total_search_time = 120 , fetch_t = 97 , diff = 19 %
total_search_time = 182 , fetch_t = 144 , diff = 20 %
total_search_time = 137 , fetch_t = 121 , diff = 11 %
total_search_time = 232 , fetch_t = 182 , diff = 21 %
total_search_time = 167 , fetch_t = 133 , diff = 20 %
total_search_time = 280 , fetch_t = 233 , diff = 16 %
total_search_time = 196 , fetch_t = 172 , diff = 12 %
total_search_time = 197 , fetch_t = 166 , diff = 15 %
total_search_time = 250 , fetch_t = 199 , diff = 20 %
total_search_time = 247 , fetch_t = 209 , diff = 15 %
total_search_time = 339 , fetch_t = 284 , diff = 16 %
total_search_time = 600 , fetch_t = 506 , diff = 15 %
total_search_time = 349 , fetch_t = 314 , diff = 10 %
total_search_time = 507 , fetch_t = 407 , diff = 19 %
total_search_time = 263 , fetch_t = 222 , diff = 15 %
total_search_time = 319 , fetch_t = 260 , diff = 18 %
total_search_time = 209 , fetch_t = 178 , diff = 14 %
total_search_time = 130 , fetch_t = 105 , diff = 19 %
total_search_time = 285 , fetch_t = 250 , diff = 12 %
total_search_time = 115 , fetch_t = 99 , diff = 13 %
total_search_time = 221 , fetch_t = 180 , diff = 18 %
total_search_time = 165 , fetch_t = 137 , diff = 16 %
total_search_time = 383 , fetch_t = 300 , diff = 21 %
total_search_time = 660 , fetch_t = 541 , diff = 18 %
total_search_time = 220 , fetch_t = 171 , diff = 22 %
total_search_time = 239 , fetch_t = 173 , diff = 27 %
total_search_time = 252 , fetch_t = 194 , diff = 23 %
total_search_time = 190 , fetch_t = 145 , diff = 23 %
total_search_time = 283 , fetch_t = 227 , diff = 19 %
total_search_time = 266 , fetch_t = 211 , diff = 20 %
total_search_time = 324 , fetch_t = 265 , diff = 18 %
total_search_time = 168 , fetch_t = 140 , diff = 16 %
total_search_time = 236 , fetch_t = 198 , diff = 16 %
total_search_time = 177 , fetch_t = 148 , diff = 16 %
total_search_time = 319 , fetch_t = 253 , diff = 20 %
total_search_time = 105 , fetch_t = 88 , diff = 16 %
total_search_time = 169 , fetch_t = 138 , diff = 18 %
total_search_time = 120 , fetch_t = 98 , diff = 18 %
total_search_time = 123 , fetch_t = 99 , diff = 19 %
total_search_time = 126 , fetch_t = 98 , diff = 22 %
total_search_time = 106 , fetch_t = 85 , diff = 19 %
total_search_time = 246 , fetch_t = 192 , diff = 21 %
total_search_time = 230 , fetch_t = 179 , diff = 22 %
total_search_time = 186 , fetch_t = 149 , diff = 19 %
total_search_time = 313 , fetch_t = 239 , diff = 23 %
total_search_time = 146 , fetch_t = 122 , diff = 16 %
total_search_time = 126 , fetch_t = 103 , diff = 18 %
total_search_time = 198 , fetch_t = 158 , diff = 20 %
total_search_time = 350 , fetch_t = 311 , diff = 11 %
total_search_time = 206 , fetch_t = 169 , diff = 17 %
total_search_time = 239 , fetch_t = 189 , diff = 20 %
total_search_time = 435 , fetch_t = 351 , diff = 19 %
total_search_time = 318 , fetch_t = 251 , diff = 21 %
total_search_time = 581 , fetch_t = 463 , diff = 20 %
total_search_time = 495 , fetch_t = 409 , diff = 17 %
total_search_time = 580 , fetch_t = 493 , diff = 15 %
total_search_time = 510 , fetch_t = 411 , diff = 19 %
total_search_time = 392 , fetch_t = 331 , diff = 15 %
total_search_time = 179 , fetch_t = 160 , diff = 10 %
total_search_time = 241 , fetch_t = 214 , diff = 11 %
total_search_time = 331 , fetch_t = 280 , diff = 15 %
total_search_time = 310 , fetch_t = 239 , diff = 22 %
total_search_time = 203 , fetch_t = 170 , diff = 16 %
total_search_time = 242 , fetch_t = 191 , diff = 21 %
total_search_time = 212 , fetch_t = 171 , diff = 19 %
total_search_time = 166 , fetch_t = 133 , diff = 19 %
total_search_time = 322 , fetch_t = 238 , diff = 26 %
total_search_time = 578 , fetch_t = 460 , diff = 20 %
total_search_time = 650 , fetch_t = 562 , diff = 13 %
total_search_time = 195 , fetch_t = 152 , diff = 22 %
total_search_time = 264 , fetch_t = 207 , diff = 21 %
total_search_time = 190 , fetch_t = 148 , diff = 22 %
total_search_time = 129 , fetch_t = 101 , diff = 21 %
total_search_time = 312 , fetch_t = 240 , diff = 23 %
total_search_time = 114 , fetch_t = 99 , diff = 13 %
total_search_time = 215 , fetch_t = 168 , diff = 21 %
total_search_time = 123 , fetch_t = 96 , diff = 21 %
total_search_time = 256 , fetch_t = 211 , diff = 17 %
total_search_time = 190 , fetch_t = 151 , diff = 20 %
total_search_time = 82 , fetch_t = 65 , diff = 20 %
total_search_time = 192 , fetch_t = 152 , diff = 20 %
total_search_time = 189 , fetch_t = 150 , diff = 20 %
total_search_time = 138 , fetch_t = 115 , diff = 16 %
total_search_time = 256 , fetch_t = 196 , diff = 23 %
total_search_time = 95 , fetch_t = 81 , diff = 14 %
total_search_time = 126 , fetch_t = 102 , diff = 19 %
total_search_time = 107 , fetch_t = 83 , diff = 22 %
total_search_time = 182 , fetch_t = 141 , diff = 22 %
total_search_time = 289 , fetch_t = 222 , diff = 23 %
total_search_time = 317 , fetch_t = 270 , diff = 14 %
total_search_time = 199 , fetch_t = 176 , diff = 11 %
total_search_time = 115 , fetch_t = 95 , diff = 17 %
total_search_time = 335 , fetch_t = 272 , diff = 18 %
total_search_time = 205 , fetch_t = 169 , diff = 17 %
total_search_time = 227 , fetch_t = 188 , diff = 17 %
total_search_time = 302 , fetch_t = 244 , diff = 19 %
total_search_time = 183 , fetch_t = 156 , diff = 14 %
total_search_time = 292 , fetch_t = 225 , diff = 22 %
total_search_time = 127 , fetch_t = 103 , diff = 18 %
total_search_time = 132 , fetch_t = 107 , diff = 18 %
total_search_time = 97 , fetch_t = 82 , diff = 15 %
total_search_time = 427 , fetch_t = 370 , diff = 13 %
total_search_time = 260 , fetch_t = 222 , diff = 14 %
total_search_time = 285 , fetch_t = 253 , diff = 11 %
total_search_time = 601 , fetch_t = 502 , diff = 16 %
total_search_time = 395 , fetch_t = 316 , diff = 20 %
total_search_time = 287 , fetch_t = 246 , diff = 14 %
total_search_time = 313 , fetch_t = 262 , diff = 16 %
total_search_time = 222 , fetch_t = 182 , diff = 18 %
total_search_time = 602 , fetch_t = 501 , diff = 16 %
total_search_time = 456 , fetch_t = 397 , diff = 12 %
total_search_time = 308 , fetch_t = 251 , diff = 18 %
total_search_time = 281 , fetch_t = 239 , diff = 14 %
total_search_time = 252 , fetch_t = 198 , diff = 21 %
total_search_time = 463 , fetch_t = 371 , diff = 19 %
total_search_time = 1019 , fetch_t = 856 , diff = 15 %
total_search_time = 176 , fetch_t = 151 , diff = 14 %
total_search_time = 187 , fetch_t = 153 , diff = 18 %
total_search_time = 180 , fetch_t = 146 , diff = 18 %
total_search_time = 194 , fetch_t = 159 , diff = 18 %
total_search_time = 133 , fetch_t = 101 , diff = 24 %
total_search_time = 351 , fetch_t = 267 , diff = 23 %
total_search_time = 257 , fetch_t = 202 , diff = 21 %
total_search_time = 181 , fetch_t = 130 , diff = 28 %
total_search_time = 311 , fetch_t = 244 , diff = 21 %
total_search_time = 369 , fetch_t = 320 , diff = 13 %
total_search_time = 266 , fetch_t = 228 , diff = 14 %
total_search_time = 89 , fetch_t = 71 , diff = 20 %
total_search_time = 235 , fetch_t = 188 , diff = 20 %
total_search_time = 172 , fetch_t = 135 , diff = 21 %
total_search_time = 152 , fetch_t = 127 , diff = 16 %
total_search_time = 292 , fetch_t = 225 , diff = 22 %
total_search_time = 360 , fetch_t = 286 , diff = 20 %
total_search_time = 210 , fetch_t = 166 , diff = 20 %
total_search_time = 269 , fetch_t = 218 , diff = 18 %
total_search_time = 181 , fetch_t = 148 , diff = 18 %
total_search_time = 355 , fetch_t = 283 , diff = 20 %
total_search_time = 163 , fetch_t = 136 , diff = 16 %
total_search_time = 105 , fetch_t = 88 , diff = 16 %
total_search_time = 135 , fetch_t = 106 , diff = 21 %
total_search_time = 167 , fetch_t = 130 , diff = 22 %
total_search_time = 55 , fetch_t = 44 , diff = 20 %
total_search_time = 168 , fetch_t = 129 , diff = 23 %
total_search_time = 199 , fetch_t = 153 , diff = 23 %
total_search_time = 161 , fetch_t = 137 , diff = 14 %
total_search_time = 120 , fetch_t = 103 , diff = 14 %
total_search_time = 204 , fetch_t = 158 , diff = 22 %
total_search_time = 274 , fetch_t = 211 , diff = 22 %
total_search_time = 258 , fetch_t = 202 , diff = 21 %
total_search_time = 143 , fetch_t = 121 , diff = 15 %
total_search_time = 234 , fetch_t = 181 , diff = 22 %
total_search_time = 95 , fetch_t = 78 , diff = 17 %
total_search_time = 154 , fetch_t = 123 , diff = 20 %
total_search_time = 126 , fetch_t = 102 , diff = 19 %
total_search_time = 144 , fetch_t = 116 , diff = 19 %
total_search_time = 110 , fetch_t = 86 , diff = 21 %
total_search_time = 148 , fetch_t = 116 , diff = 21 %
total_search_time = 190 , fetch_t = 147 , diff = 22 %
total_search_time = 233 , fetch_t = 186 , diff = 20 %
total_search_time = 471 , fetch_t = 402 , diff = 14 %
total_search_time = 140 , fetch_t = 121 , diff = 13 %
total_search_time = 257 , fetch_t = 210 , diff = 18 %
total_search_time = 364 , fetch_t = 312 , diff = 14 %
total_search_time = 222 , fetch_t = 179 , diff = 19 %
total_search_time = 223 , fetch_t = 187 , diff = 16 %
